player_name,player_short_name,player_id,player_birthdate,team_name,team_id,competition_name,competition_id,season_name,season_id,position_group,minutes_full_all,minutes_full_tip,minutes_full_otip,count_match,count_match_failed,total_distance_full_all,total_metersperminute_full_all,running_distance_full_all,hsr_distance_full_all,hsr_count_full_all,sprint_distance_full_all,sprint_count_full_all,hi_distance_full_all,hi_count_full_all,medaccel_count_full_all,highaccel_count_full_all,meddecel_count_full_all,highdecel_count_full_all,explacceltohsr_count_full_all,timetohsr_top3,explacceltosprint_count_full_all,timetosprint_top3,psv99,psv99_top5,total_distance_full_tip,total_metersperminute_full_tip,running_distance_full_tip,hsr_distance_full_tip,hsr_count_full_tip,sprint_distance_full_tip,sprint_count_full_tip,hi_distance_full_tip,hi_count_full_tip,medaccel_count_full_tip,highaccel_count_full_tip,meddecel_count_full_tip,highdecel_count_full_tip,explacceltohsr_count_full_tip,explacceltosprint_count_full_tip,total_distance_full_otip,total_metersperminute_full_otip,running_distance_full_otip,hsr_distance_full_otip,hsr_count_full_otip,sprint_distance_full_otip,sprint_count_full_otip,hi_distance_full_otip,hi_count_full_otip,medaccel_count_full_otip,highaccel_count_full_otip,meddecel_count_full_otip,highdecel_count_full_otip,explacceltohsr_count_full_otip,explacceltosprint_count_full_otip
Antonio Mikael Rodrigues Brito,Mikael Doka,34423,1/24/00,Central Coast Mariners Football Club,870,AUS - A-League,61,2024/2025,95,Full Back,96.04,24.03,31.96,5,0,10410.6,108.4,1337.6,536.4,48.6,136,8.2,672.4,56.8,108.2,6.2,102,12.8,4.8,0.68,1.2,1.5,28.52,28.52,3191.2,132.8,507.2,260.8,21.6,65.8,4,326.6,25.6,32,2.4,25.8,3.6,2,0.6,4362.2,136.49,700.8,244.2,22.6,50.4,3,294.6,25.6,49.6,2.4,43.4,4.8,1,0.2
Antonio Mikael Rodrigues Brito,Mikael Doka,34423,1/24/00,Central Coast Mariners Football Club,870,AUS - A-League,61,2024/2025,95,Midfield,98.55,39.42,19.1,1,0,10993,111.55,1519,586,53,229,12,815,65,109,8,93,17,5,,1,,29.8,29.8,5273,133.78,843,360,34,157,8,517,42,53,5,40,6,3,1,2777,145.39,550,212,18,62,2,274,20,33,3,23,4,2,0
Antonio Mikael Rodrigues Brito,Mikael Doka,34423,1/24/00,Central Coast Mariners Football Club,870,AUS - A-League,61,2024/2025,95,Wide Attacker,98.67,28.14,30.44,12,0,11292.5,114.45,1516.83,627.25,61.67,229.83,11.42,857.08,73.08,110.83,6.42,92.92,15.33,5,0.65,1.5,1.31,29.54,30.94,3860.58,137.2,608.42,301.75,30.08,131.5,5.75,433.25,35.83,43.58,2.5,28.58,4,1.83,0.75,4429.17,145.48,761.92,281.17,26.42,82.33,3.75,363.5,30.17,43.17,2.25,36.42,5.67,1.42,0.25
Asumah Abubakar-Ankra,Asumah Abubakar,37087,5/10/97,Brisbane Roar FC,1802,AUS - A-League,61,2024/2025,95,Center Forward,89.5,25.25,25.11,8,0,10093.25,112.77,1151.5,485.38,51.62,184,9.25,669.38,60.88,98.12,5.38,85.12,10.38,4.75,0.68,1,1.3,29.96,31.12,3524.5,139.57,480.75,232.25,25.88,126,5.5,358.25,31.38,36.88,2.25,26.38,4.25,1.88,0.38,3587.62,142.85,556.5,214.12,20.75,37.5,2.5,251.62,23.25,33,1.88,29,2.38,1.5,0.5
Luis David Cangá Sánchez,L. Cangá,38222,6/15/95,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Central Defender,97.38,20.75,35.28,6,0,9619.17,98.78,990,347.5,35.33,108.83,6.17,456.33,41.5,102.17,4.83,88.5,11.83,2.83,0.82,1,,28.62,28.8,2431.17,117.15,228.83,36.5,4,6.17,0,42.67,4,22.83,1.67,18.33,1.67,0.33,0,4614.67,130.79,651.17,283.33,27.17,98,5,381.33,32.17,53.17,2,41.83,4,1.5,0.33
Guillermo Luis May Bartesaghi,G. May,38673,3/11/98,Auckland FC,4177,AUS - A-League,61,2024/2025,95,Center Forward,94.62,23.43,24.63,28,0,10463.75,110.58,1706.96,746.68,66.79,184.75,11.36,931.43,78.14,121.93,10.68,99.79,25.82,7.25,0.7,1.36,1.42,27.8,28.98,3494.29,149.15,752.68,356.5,31.75,97.46,5.39,453.96,37.14,46.14,2.96,30.07,6.71,2.04,0.46,3716.36,150.91,770.25,332.25,28.86,70.82,4.43,403.07,33.29,36.71,2.61,31.79,8.32,1.75,0.29
Scott Wootton,S. Wootton,42510,9/12/91,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Central Defender,97.9,25.61,30.54,25,0,9548.36,97.53,1028.08,260.6,21.6,46.68,2.28,307.28,23.88,100.28,3.68,82.56,6.6,1.76,0.69,0.2,1.81,26.59,29.36,2915.4,113.83,308.4,42,3.36,7.32,0.04,49.32,3.4,25.76,0.6,21.08,1.64,0.32,0.04,3941.48,129.05,565.2,190.4,15.52,35.2,1.12,225.6,16.64,49.92,1.56,37.68,2.68,0.76,0.08
Zach Clough,Z. Clough,42513,3/8/95,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Midfield,84.53,23.97,21.79,3,0,10416.33,123.22,1607.33,621,48,154,7.67,775,55.67,92,2.67,80.67,6.67,2,0.79,0,,28.57,28.57,3900.33,162.74,784.67,392.33,28,98,5,490.33,33,34.67,1,24.33,2,0.67,0,3538,162.33,671.67,191.67,16,41.67,2,233.33,18,30,0.67,28.67,1.33,0.33,0
Zach Clough,Z. Clough,42513,3/8/95,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Wide Attacker,84.03,25.02,23.4,19,1,10329.05,122.93,1572.05,578.05,52.74,171.74,9.32,749.79,62.05,92.63,3.84,79.37,9.32,2.68,0.59,0.63,1.3,28.72,29.88,3797.11,151.75,689.63,288.11,25.37,91.84,4.47,379.95,29.84,37.53,1.53,25.26,3,1,0.26,3743,159.95,750.47,253.63,23.16,64.84,3.11,318.47,26.26,33.53,1.21,29.32,2.95,0.58,0
Neyder Stiven Moreno Betancur,N. Moreno,43829,2/9/97,Auckland FC,4177,AUS - A-League,61,2024/2025,95,Wide Attacker,72.26,18.14,18.7,7,0,8505.86,117.71,1388.29,650.14,58.14,193.57,11.71,843.71,69.86,96.71,6.86,78.14,15,5.43,0.73,1.86,1.45,28.8,29.22,2677.29,147.59,547.43,260,23.14,84.71,4.14,344.71,27.29,33.29,2,21.57,3.71,1.57,0.57,3014.14,161.23,670.71,331.71,28.43,97.29,6,429,34.43,34,2.14,24.57,5,1.29,0.43
Jay Barnett,J. Barnett,50949,2/14/01,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Midfield,91.71,27.16,24.98,19,1,11635.89,126.87,1830.16,522.89,42.74,101.95,5.05,624.84,47.79,119.11,3.21,103.32,11.47,1.89,0.61,0.32,1.59,27.03,28.36,4204,154.76,631.63,87.05,8.89,16.32,0.58,103.37,9.47,37.47,0.84,32,2.26,0.42,0.11,4421.84,176.99,1044.11,399.42,30.21,81.05,3.32,480.47,33.53,50.68,0.89,37.47,4.68,0.53,0.05
Jake Brimmer,J. Brimmer,50951,4/3/98,Auckland FC,4177,AUS - A-League,61,2024/2025,95,Center Forward,80.82,22.16,21.32,4,0,9667.75,119.62,1586,612.25,52,125.5,6.25,737.75,58.25,103.25,5.5,86.5,11,4,0.8,0.5,,27.65,27.65,3288,148.39,634.5,253,21.75,43.5,1.75,296.5,23.5,40.5,2,29.5,3.25,1.5,0,3493.5,163.82,793.25,316.25,26.25,70.25,2.5,386.5,28.75,32.25,1.25,28.5,3.5,0.75,0
Jake Brimmer,J. Brimmer,50951,4/3/98,Auckland FC,4177,AUS - A-League,61,2024/2025,95,Midfield,81.4,21.24,20.09,11,0,9606.91,118.02,1577.09,573.82,50.73,133.18,7.73,707,58.45,99.55,3.55,84,10.27,2.27,0.65,0.73,1.28,27.89,28.7,3230,152.08,633.82,206.82,17.73,48.27,2.73,255.09,20.45,34,1.18,25.82,2.45,0.91,0,3407.73,169.63,808.82,332.64,28.09,75.45,3.45,408.09,31.55,37.18,0.91,28.09,3.27,0.64,0.18
Nishan Velupillay,N. Velupillay,50955,5/7/01,Melbourne Victory Football Club,868,AUS - A-League,61,2024/2025,95,Wide Attacker,87.84,23.61,21.87,16,0,10084.31,114.8,1449.44,664,64.25,269.31,13.75,933.31,78,109.88,6.62,86.38,19.12,4.75,0.69,1.62,1.46,29.57,30.92,3538.62,149.85,648.38,345.31,32.12,172.31,7.56,517.62,39.69,42.69,2.81,26.5,4.75,2.06,0.88,3328.12,152.19,636.62,269.94,25.69,77.81,3.94,347.75,29.62,36.62,2,27.62,6.06,1.25,0.38
Stefan Mauk,S. Mauk,50959,10/12/95,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Center Forward,90.25,26.1,26.26,4,1,10864,120.37,1667,705.25,57.5,122.5,7.5,827.75,65,124.75,5,103.75,10.75,2.5,0.94,0.5,,27.25,27.25,3758,143.96,615.75,322.75,27.5,67,3.5,389.75,31,50.75,2,34.5,4.25,1,0.25,4313.25,164.26,908.75,345,26.25,49.5,2.75,394.5,29,47.5,2,38,3.75,1.25,0.25
Stefan Mauk,S. Mauk,50959,10/12/95,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Midfield,83.42,24.95,22.03,21,0,10044.24,120.41,1549.62,608.76,52.24,146.62,8,755.38,60.24,104.33,3.57,90.19,10.71,2.14,0.76,0.71,1.57,27.48,28.54,3636.29,145.72,611.1,274.05,22.14,68.19,3,342.24,25.14,37,1.05,27.1,2.86,0.57,0.14,3699.38,167.95,804.57,302.48,25.95,71.19,3.67,373.67,29.62,39.43,1.05,31.48,3.76,0.38,0.1
Jordan Elsey,J. Elsey,50963,3/2/94,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Central Defender,100.4,30.11,22.87,2,0,9962.5,99.23,1081,347.5,31,114.5,4,462,35,103,4,84.5,7,2,,0,,27.85,27.85,3513.5,116.7,352.5,60.5,5.5,8.5,0,69,5.5,27,2,23.5,2,0,0,3362,147.03,573,251.5,21.5,104.5,2.5,356,24,43,1.5,30.5,2,1,0
Ben Halloran,B. Halloran,50966,6/14/92,Brisbane Roar FC,1802,AUS - A-League,61,2024/2025,95,Center Forward,99.92,16.27,35.77,1,0,10922,109.31,1474,705,68,189,9,894,77,118,12,94,20,8,,2,,29.4,29.4,2614,160.7,506,275,32,130,6,405,38,31,1,18,3,1,0,4932,137.89,784,368,33,54,3,422,36,56,5,46,9,2,0
Ben Halloran,B. Halloran,50966,6/14/92,Brisbane Roar FC,1802,AUS - A-League,61,2024/2025,95,Wide Attacker,82.04,23.52,24.31,14,0,9535.57,116.23,1285.64,537.14,56.29,210,12,747.14,68.29,103.5,6.5,84.64,20.43,3.93,0.63,1.07,1.42,29.74,30.62,3220.93,136.92,490,227.5,24.07,104.64,5.14,332.14,29.21,36.5,2.43,24.07,4.71,1.64,0.57,3632.64,149.45,663.36,260.14,25.57,83.36,4.5,343.5,30.07,38.21,1.71,30.64,6.43,0.57,0
Yaya Dukuly,Y. Dukuly,50971,1/17/03,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Wide Attacker,81.18,23.54,19.95,4,1,8758.75,107.89,1182.75,549.75,58,252.75,12.5,802.5,70.5,110.25,9.75,84.75,23.25,7,0.69,2,1.31,30.52,30.52,3029.25,128.68,528.75,265.25,27,122.5,5,387.75,32,38.75,4.25,24.75,4.75,3.25,1,2884.25,144.6,500.5,239.75,26.25,110,5.25,349.75,31.5,36,2.75,26,8.75,1.75,0.5
Joe Caletti,J. Caletti,50973,9/14/98,Brisbane Roar FC,1802,AUS - A-League,61,2024/2025,95,Midfield,68.68,21.32,21.52,1,0,9111,132.65,1756,473,40,31,4,504,44,95,3,84,12,2,,0,,25.2,25.2,3296,154.62,575,115,9,13,2,128,11,24,0,25,2,0,0,3793,176.28,997,335,28,16,1,351,29,42,1,32,3,1,0
Joshua Rawlins,J. Rawlins,50977,4/23/04,Melbourne Victory Football Club,868,AUS - A-League,61,2024/2025,95,Central Defender,99.14,23.78,26.32,2,0,10213.5,103.02,1382,311.5,33,101.5,6,413,39,111,6,87.5,11,4,,2.5,,27.95,27.95,3144.5,132.21,504,59,7.5,22.5,1,81.5,8.5,30,1,23,2.5,0.5,0,3679,139.8,630,217,19,62.5,3.5,279.5,22.5,44.5,2,30.5,3.5,1.5,1
Joshua Rawlins,J. Rawlins,50977,4/23/04,Melbourne Victory Football Club,868,AUS - A-League,61,2024/2025,95,Full Back,99.73,26.38,23.16,12,0,10362.17,103.9,1274.17,591.92,58,220.33,11.33,812.25,69.33,107.25,5.92,88.08,18.75,4,0.69,0.75,1.43,29.42,30.78,3370.08,127.76,437.42,174.83,17.58,62.08,3,236.92,20.58,32.33,2.08,23.92,4.42,1.17,0.17,3479.5,150.26,669.5,360,32.92,138.92,6.92,498.92,39.83,44.08,2.42,28.5,6.25,1.42,0.42
Callum Timmins,C. Timmins,50978,12/23/99,Newcastle United Jets FC,1805,AUS - A-League,61,2024/2025,95,Midfield,95.13,28.69,27.17,22,1,12104.09,127.24,2201.23,581.45,46.18,74.5,4.5,655.95,50.68,117.05,3.45,103.86,11.32,1.91,0.65,0.23,1.67,26.27,28.66,4456.86,155.33,968.91,199.32,15.91,17.86,1,217.18,16.91,42.14,1.09,33.14,2.77,0.41,0,4573.59,168.31,1044.14,352.09,27.18,52.36,2.27,404.45,29.45,46.77,1.05,36.36,4.23,0.5,0.05
Bruno Fornaroli Mezza,B. Fornaroli,50979,9/7/87,Melbourne Victory Football Club,868,AUS - A-League,61,2024/2025,95,Center Forward,80.61,21.69,19.41,9,0,8593.11,106.6,1169.44,415.56,41.67,124.22,7.33,539.78,49,88.44,6.33,70.22,19,2.44,0.84,0,,28.03,28.9,2912.78,134.29,498.22,198.33,18.89,76.44,3.78,274.78,22.67,32.78,1.67,22.11,4.56,0.56,0,2933.44,151.14,545.44,190.56,18.44,42.22,2.22,232.78,20.67,26.56,1.67,22.11,5.11,0.67,0
Chris Ikonomidis,C. Ikonomidis,50980,5/4/95,Macarthur FC,1804,AUS - A-League,61,2024/2025,95,Center Forward,76.64,19.28,20.53,5,0,9132.4,119.16,1415,560.6,44.8,82.6,5.8,643.2,50.6,90,7,77.2,11.8,5.4,0.8,1.2,1.95,26.38,26.38,2903,150.6,544.2,246.4,18,36,1.8,282.4,19.8,30.2,2.6,22,3.4,1.6,0.6,3357.4,163.56,706.8,265.8,20.8,35.8,2.4,301.6,23.2,33.6,1.6,26,4.4,1.4,0.2
Chris Ikonomidis,C. Ikonomidis,50980,5/4/95,Macarthur FC,1804,AUS - A-League,61,2024/2025,95,Wide Attacker,69.91,15.84,20.51,3,0,8023,114.77,1067.67,520.33,48.33,149,9,669.33,57.33,88.67,4.67,68.67,15,4.33,0.85,1.67,,28.4,28.4,2516.33,158.87,531,327,27.33,87.33,5.33,414.33,32.67,29.67,1.67,18.33,3.67,1.67,0.67,2803.33,136.71,398.67,151.33,15,42.33,2,193.67,17,29,1.33,22.67,3.67,0.67,0.33
Riley Warland,R. Warland,50982,7/4/02,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Full Back,86.67,18.39,30.98,4,0,9764.75,112.66,1309.75,573.75,56.75,236.5,13.25,810.25,70,98.75,5.75,87.75,14.75,4.5,0.8,2.5,1.48,29.68,29.68,2437.75,132.55,384.5,136.5,12.25,45.5,2.25,182,14.5,22,1.5,18.75,2,0.25,0,4588.75,148.1,792.5,388,38.5,171.75,8.75,559.75,47.25,52.25,2.75,39.75,6.5,2.5,1.25
Dane James Ingham,Dane Ingham,50983,6/8/99,Newcastle United Jets FC,1805,AUS - A-League,61,2024/2025,95,Full Back,92.83,25.16,28.24,6,0,10543,113.57,1398.83,539,49.33,192,10.33,731,59.67,100,7.17,85.33,16.33,5,0.71,1.5,1.43,29.98,30.18,3510.83,139.52,557.17,204.33,18.17,55.5,2.83,259.83,21,31.5,2.67,23.5,3.67,2.33,0.5,4091.17,144.86,670.17,305.83,27,124.83,5.83,430.67,32.83,42.67,1.83,31.67,5.33,0.83,0.33
Dane James Ingham,Dane Ingham,50983,6/8/99,Newcastle United Jets FC,1805,AUS - A-League,61,2024/2025,95,Wide Attacker,70.05,16.57,22.02,1,0,8199,117.04,943,403,41,305,11,708,52,72,6,65,11,4,,1,,31.9,31.9,2359,142.39,315,227,22,162,6,389,28,28,2,16,3,2,1,3378,153.43,532,157,16,123,3,280,19,24,1,26,3,0,0
Kai Trewin,K. Trewin,50992,5/18/01,Melbourne City FC,2380,AUS - A-League,61,2024/2025,95,Central Defender,98.27,29.74,24.99,19,0,11084.11,112.79,1523.68,504.05,45.84,124.11,7.63,628.16,53.47,112.79,4.32,91.21,8.95,2.63,0.73,1.26,1.32,28.06,29.72,4119.68,138.53,643.32,182.53,16.42,34.58,2,217.11,18.42,38.11,1.11,31.63,2.47,0.53,0.11,3818.79,152.83,691,275.89,25.21,78.47,4.32,354.37,29.53,42.58,1.74,30.32,2.89,0.84,0.37
Kai Trewin,K. Trewin,50992,5/18/01,Melbourne City FC,2380,AUS - A-League,61,2024/2025,95,Midfield,100.29,31.25,22.94,7,0,12630.86,125.95,2444.29,696,58.57,148.43,8.71,844.43,67.29,129.86,4,111.43,12,3,0.72,1.14,1.44,27.51,27.88,4968,158.95,1076.71,194,18,18,1.14,212,19.14,48.14,1.29,38.57,3.14,0.86,0.29,4185.43,182.49,1140.71,440,35.86,128.29,6,568.29,41.86,48.43,1.29,34.43,4.29,1.14,0.43
Corey Brown,C. Brown,50994,1/7/94,Brisbane Roar FC,1802,AUS - A-League,61,2024/2025,95,Full Back,93.03,21.52,29.53,3,0,10476,112.61,1626,699.67,53,163.67,9,863.33,62,111.33,6,99,12.33,4,0.88,0,,28.4,28.4,2967,137.89,531.67,260.67,19.33,57.33,3.33,318,22.67,27.67,1.33,23.67,3.33,1.33,0,4253.33,144.02,819.67,377.67,29.67,96,4.33,473.67,34,49.67,2.67,37.33,2.67,1.67,0
Scott Neville,S. Neville,50997,1/11/89,Brisbane Roar FC,1802,AUS - A-League,61,2024/2025,95,Central Defender,83.19,19.7,27.25,2,0,8919,107.21,942,267.5,26.5,103.5,5,371,31.5,88,4,71.5,8,2.5,,0.5,,29.7,29.7,2552,129.54,297,64.5,6,9.5,0.5,74,6.5,22.5,0.5,15,2.5,0.5,0,3926.5,144.09,525,182,18,84.5,3,266.5,21,41,1,32,2,1,0
Jordan Courtney-Perkins,J. Courtney-Perkins,51000,11/6/02,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Central Defender,90.59,25.58,24.66,3,0,10477.33,115.65,1558.33,539.33,45.67,128.33,7,667.67,52.67,114,7,90,12.67,3.67,0.9,0.67,,28.13,28.13,3598.33,140.65,591,136,11.67,20.33,0.67,156.33,12.33,37.33,1.67,30,2.67,0.33,0,3767.33,152.8,757,353,30,99,5,452,35,48.67,3,32.33,5,2,0.33
Jordan Courtney-Perkins,J. Courtney-Perkins,51000,11/6/02,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Full Back,97.28,28.93,21.75,16,0,11745.19,120.73,1969.56,855.12,70.94,249.94,14.44,1105.06,85.38,126.19,7.25,104.12,21.69,4.62,0.67,1.88,1.44,28.78,29.56,4385.25,151.6,871.19,365.81,30.56,92.75,5.31,458.56,35.88,49.06,2.56,38,6.56,1.69,0.69,3672.62,168.85,827.06,412.81,34.38,144.56,7.31,557.38,41.69,43.62,2.38,28.81,6.5,1.5,0.5
Jordan Courtney-Perkins,J. Courtney-Perkins,51000,11/6/02,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Wide Attacker,89.35,33.58,14.42,1,0,11091,124.13,2159,916,77,225,11,1141,88,127,8,93,26,6,,1,,27.9,27.9,4888,145.55,933,435,38,109,5,544,43,61,4,42,7,2,1,2924,202.82,984,405,35,100,5,505,40,32,2,19,7,2,0
Jay O'Shea,J. O'Shea,51002,8/10/88,Brisbane Roar FC,1802,AUS - A-League,61,2024/2025,95,Midfield,98.88,27.6,28.51,26,0,11934.04,120.69,1726.54,456.42,38.81,68.69,3.96,525.12,42.77,105.12,2.42,95.88,11.19,1.38,0.75,0.31,1.52,26.62,28.62,4070.38,147.49,669.08,131.15,11.77,14.73,0.73,145.88,12.5,33.23,0.42,28.88,2.73,0.27,0.04,4633.42,162.51,942.15,305.46,24.5,48.42,2.19,353.88,26.69,44.73,0.62,36.27,3.96,0.15,0.04
Dylan Pierias,D. Pierias,51005,2/20/00,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Full Back,98.43,28.65,27.27,22,1,11208.86,113.88,1528.32,704,69.91,357.45,16.68,1061.45,86.59,115.32,9,100.55,20.05,6.91,0.64,2.95,1.18,31.21,32.7,3952.27,137.95,599.95,340.82,36.23,237.41,10.27,578.23,46.5,38.86,3.95,29.59,5,3.14,1.55,3984,146.08,734.09,305.27,27.45,95.68,4.59,400.95,32.05,45.18,2.59,34.09,5.82,1.86,0.68
Tomislav Uskok,T. Uskok,51006,6/22/91,Macarthur FC,1804,AUS - A-League,61,2024/2025,95,Central Defender,97.69,26.55,26.17,19,0,9991.16,102.28,1133.84,384.42,31.42,72.84,4.32,457.26,35.74,101.16,3.89,80.79,8.89,1.68,0.81,0.26,1.64,26.87,28.14,3340.68,125.81,397.84,84.74,7.89,13.21,0.58,97.95,8.47,26.32,1.16,22,2,0.42,0,3560.05,136.01,559.11,257.05,19.84,51.68,2.21,308.74,22.05,44.68,1.79,30.37,2.74,0.47,0.21
Lachlan Wales,L. Wales,51007,10/19/97,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Wide Attacker,88.85,21.69,28.63,5,0,10442.4,117.52,1641.6,665.6,64.6,188.6,12.4,854.2,77,113.8,9.4,97,22,5.2,0.7,1.2,1.56,28.12,28.12,3355.8,154.74,666.4,308.8,27.8,100.4,6,409.2,33.8,39.6,3.2,25.2,4.6,1.8,0.6,4201.8,146.78,852.4,317.8,32,78.4,5,396.2,37,46.8,3,39.4,9.2,1.8,0.4
Tomoki Imai,T. Imai,51008,11/29/90,Western United,1803,AUS - A-League,61,2024/2025,95,Central Defender,97.54,27.4,28.51,22,0,10656.68,109.26,1374.36,463.59,42.95,139.64,7.86,603.23,50.82,107.86,4.36,93.14,8.09,2.68,0.67,0.77,1.21,28.83,30.34,3525.45,128.68,475.55,98.41,9.55,22.18,1.23,120.59,10.77,30.73,1.18,25.77,2.05,0.55,0.09,4164.14,146.07,712.23,319.27,28.77,107.27,5.18,426.55,33.95,47.82,1.95,36.77,2.86,1.09,0.32
Tomoki Imai,T. Imai,51008,11/29/90,Western United,1803,AUS - A-League,61,2024/2025,95,Full Back,94.27,22,29.94,4,0,10447.25,110.82,1368,594.75,62.25,220.25,12.75,815,75,113,7.25,95.75,16.5,7,0.73,2,1.44,29.68,29.68,3009,136.77,501.5,187.5,19.75,67.75,4.25,255.25,24,30.25,2.25,22.5,3,2,0.5,4310.5,143.98,690.25,340.5,33.25,130.25,6.25,470.75,39.5,53.5,3,39.5,6.75,2.5,1
Brendan Hamill,B. Hamill,51013,9/18/92,Melbourne Victory Football Club,868,AUS - A-League,61,2024/2025,95,Central Defender,97.77,27.59,24.98,20,0,9998.1,102.26,1167.65,466.2,45.55,158.5,9.1,624.7,54.65,115.6,5.5,92.55,13.35,4.15,0.62,1.45,1.3,29.34,30.88,3395.5,123.09,411,100.1,10.05,26.8,1.7,126.9,11.75,31.2,1.35,25.45,2.65,0.55,0.15,3514.4,140.68,567.5,310.85,29.45,115.95,5.9,426.8,35.35,47.75,2.45,32.55,4.45,1.85,0.85
Ivan Vujica,I. Vujica,51014,4/20/97,Macarthur FC,1804,AUS - A-League,61,2024/2025,95,Full Back,92.15,26.44,24.53,18,0,10034.78,108.9,1276.5,572.22,48.94,166.61,9.06,738.83,58,101.5,6,87,15.67,4.06,0.59,0.94,1.49,27.78,29.32,3680.56,139.23,568.83,277.72,22.06,95.11,4.22,372.83,26.28,35.39,2.17,26.89,4.44,1.61,0.39,3357.17,136.87,555.39,247.22,21.5,55.33,3.22,302.56,24.72,38.56,1.89,28.28,4,0.78,0.28
Alex Rufer,A. Rufer,51015,6/12/96,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Midfield,93.76,24.42,29.29,17,0,10812.47,115.32,1513,415.65,35,71.71,3.88,487.35,38.88,97.59,3.06,89.59,9.12,1.88,0.78,0.41,1.74,26.61,27.68,3366.88,137.9,491.47,77.47,6.82,12.76,0.41,90.24,7.24,27.18,0.88,22.76,1.82,0.41,0.06,4626.82,157.96,916.94,317.82,25.47,54.18,2.24,372,27.71,47.94,0.94,40.88,4.53,0.65,0.18
Tim Payne,T. Payne,51017,1/10/94,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Central Defender,96.95,26.67,28.97,1,0,9808,101.17,1102,368,36,145,8,513,44,94,4,81,9,4,,2,,28.7,28.7,3134,117.53,333,106,12,41,3,147,15,24,0,19,2,0,0,3887,134.19,605,219,21,64,4,283,25,49,2,37,3,2,1
Tim Payne,T. Payne,51017,1/10/94,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Full Back,94,23.8,29.43,16,0,10195.12,108.46,1332.25,657.25,61.75,330,15.25,987.25,77,102.06,6.94,90.69,15.5,5.56,0.58,2.5,1.2,30.17,31.8,3142.69,132.06,499.62,261.94,26.12,166.5,6.81,428.44,32.94,31.19,2.88,23.38,4.38,2.19,1.19,4094.06,139.12,658.19,343.31,28.94,133.88,6.06,477.19,35,45.69,2.31,35.19,5.94,1.75,0.44
Tim Payne,T. Payne,51017,1/10/94,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Wide Attacker,97.01,23.85,29.65,2,0,10636,109.64,1420.5,719,63,206.5,12,925.5,75,108.5,6,94,16,5.5,,1.5,,28.7,28.7,3145,131.87,451,245.5,22,103.5,6,349,28,37,3,23.5,4.5,2,1.5,4295.5,144.87,796.5,424,34,90,4.5,514,38.5,45.5,2.5,35,6,2.5,0
Sam Sutton,S. Sutton,51028,12/10/01,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Full Back,93.35,24.67,29.31,18,0,10267.56,109.99,1374.39,572.56,52.06,214.11,10.78,786.67,62.83,116.17,6.89,97.5,16.83,5.44,0.61,2.22,1.32,29.16,31.08,3269.72,132.54,525.39,260.44,22,111.17,5,371.61,27,37.17,2.5,26.94,4.83,1.94,0.78,4120.83,140.59,686.83,263.56,23.83,87.67,4.11,351.22,27.94,51.33,2.72,38.39,5.83,2.22,1
Sam Sutton,S. Sutton,51028,12/10/01,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Wide Attacker,98.84,20.09,32.86,2,0,10977.5,111.06,1502.5,587,59.5,184,10.5,771,70,128,10,96.5,20.5,7,,1.5,,28.2,28.2,2681,133.44,471.5,169,21,43.5,3.5,212.5,24.5,34.5,3,21,4.5,2,0.5,4833,147.09,860.5,371,33.5,123.5,6,494.5,39.5,60.5,3.5,41,9,2.5,0.5
Nicolas Milanovic,N. Milanovic,51036,11/14/01,Western Sydney Wanderers FC,2902,AUS - A-League,61,2024/2025,95,Center Forward,95.75,34.73,24.17,1,0,11440,119.48,1319,559,53,273,14,832,67,94,6,82,12,5,,2,,31.2,31.2,4688,134.97,611,387,37,233,10,620,47,49,3,36,4,2,2,3677,152.15,628,137,10,30,1,167,11,24,1,19,2,0,0
