player_name,player_short_name,player_id,player_birthdate,team_name,team_id,competition_name,competition_id,season_name,season_id,position_group,minutes_full_all,minutes_full_tip,minutes_full_otip,count_match,count_match_failed,total_distance_full_all,total_metersperminute_full_all,running_distance_full_all,hsr_distance_full_all,hsr_count_full_all,sprint_distance_full_all,sprint_count_full_all,hi_distance_full_all,hi_count_full_all,medaccel_count_full_all,highaccel_count_full_all,meddecel_count_full_all,highdecel_count_full_all,explacceltohsr_count_full_all,timetohsr_top3,explacceltosprint_count_full_all,timetosprint_top3,psv99,psv99_top5,total_distance_full_tip,total_metersperminute_full_tip,running_distance_full_tip,hsr_distance_full_tip,hsr_count_full_tip,sprint_distance_full_tip,sprint_count_full_tip,hi_distance_full_tip,hi_count_full_tip,medaccel_count_full_tip,highaccel_count_full_tip,meddecel_count_full_tip,highdecel_count_full_tip,explacceltohsr_count_full_tip,explacceltosprint_count_full_tip,total_distance_full_otip,total_metersperminute_full_otip,running_distance_full_otip,hsr_distance_full_otip,hsr_count_full_otip,sprint_distance_full_otip,sprint_count_full_otip,hi_distance_full_otip,hi_count_full_otip,medaccel_count_full_otip,highaccel_count_full_otip,meddecel_count_full_otip,highdecel_count_full_otip,explacceltohsr_count_full_otip,explacceltosprint_count_full_otip
Alex Gersbach,A. Gersbach,13244,5/8/97,Western Sydney Wanderers FC,2902,AUS - A-League,61,2024/2025,95,Full Back,93.18,25.56,26.52,6,0,10676.17,114.57,1508.83,643.17,58,168.83,11,812,69,110,6.83,94.67,16.5,5.33,0.71,2.5,1.39,28.1,28.18,3516.5,137.59,570.17,255.17,24.33,82.17,5.33,337.33,29.67,34.67,2.17,26.67,4,1.67,0.67,3958.83,149.28,746.17,330.83,27.83,72.5,4,403.33,31.83,47.5,2,35,5.5,1.67,1
Bozhidar Kraev,B. Kraev,13542,6/23/97,Western Sydney Wanderers FC,2902,AUS - A-League,61,2024/2025,95,Wide Attacker,88.51,24.89,24.46,23,0,10587.48,119.61,1690.61,672.78,59.91,186.52,10.3,859.3,70.22,114.87,6.43,98.17,17.17,4.3,0.66,0.87,1.5,28.48,29.92,3757.26,150.95,694.7,335.48,29.78,120.91,5.65,456.39,35.43,43.48,2.39,29.48,4.39,1.7,0.22,3802.22,155.43,846.91,295,24.35,50.48,3,345.48,27.35,42.83,2.13,34.04,5.87,1.3,0.17
Marcus Antonsson,M. Antonsson,13567,5/8/91,Western Sydney Wanderers FC,2902,AUS - A-League,61,2024/2025,95,Center Forward,71.74,22.61,20.18,3,0,8417,117.33,936,467,45,189.33,8.67,656.33,53.67,81.33,4.67,68.33,11,3,,0.33,,30.57,30.57,3294.33,145.7,466,220.67,22.67,126,4.33,346.67,27,33.67,1.67,23,4.33,1,0,2976.67,147.48,386.33,206.33,17,48,2.67,254.33,19.67,27.33,1.33,22,3.67,1,0.33
Louis Verstraete,L. Verstraete,14736,5/4/99,Auckland FC,4177,AUS - A-League,61,2024/2025,95,Midfield,93.19,22.91,23.93,21,0,11724.86,125.81,2220.71,618.48,50.19,90.24,5.81,708.71,56,106.81,3.24,90.62,11.43,1.52,0.8,0.24,1.91,26.57,27.8,3813.1,166.42,851.81,161.1,13.9,18.29,1,179.38,14.9,33.57,0.9,24.38,2.57,0.38,0,4321,180.57,1160.86,406.62,31.86,66.86,3.33,473.48,35.19,42.76,1.05,32,4.48,0.38,0.14
Patryk Klimala,P. Klimala,17231,8/5/98,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Center Forward,87.63,27.31,18.96,19,0,8423.26,96.13,912.37,497.89,55.26,236.05,12.58,733.95,67.84,92.79,9.68,75.58,18.89,7.16,0.58,2.37,1.11,30.84,32.58,3139.79,114.97,397.16,216.32,26.58,134.79,6.05,351.11,32.63,40.84,3.21,26.74,5.95,2.58,1.26,2631.05,138.78,414.79,244.42,24.11,87.74,5.05,332.16,29.16,26.11,2.37,21.37,4.95,1.68,0.32
Joe Lolley,J. Lolley,18573,8/25/92,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Center Forward,81.61,26.49,18.81,3,0,9141.67,112.02,1122,481.67,46.67,207.33,10.33,689,57,90.67,6.33,76.33,11.33,2.33,,1,,28.73,28.73,3570.67,134.77,558.67,279.67,28,140.33,6,420,34,45.33,3,28.67,4,1,0.33,2717,144.48,396,154.67,14.67,50.67,2.67,205.33,17.33,20.33,1.67,20.33,2.67,0,0
Joe Lolley,J. Lolley,18573,8/25/92,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Full Back,88.2,26.03,22.68,3,0,10256,116.28,1655,719,60,132.33,7.67,851.33,67.67,120.33,6.67,92,19.33,4.67,,1.33,,28.83,28.83,3532,135.67,631.33,310.67,27.67,80,4.67,390.67,32.33,44.67,2.33,29.67,5,1.33,0.67,3609.67,159.13,819,368.67,27.67,50.33,2.33,419,30,43,2,26.33,7,1.67,0.33
Joe Lolley,J. Lolley,18573,8/25/92,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Midfield,83.23,23.96,23.25,2,0,9905.5,119.01,1528.5,482.5,47,89.5,5,572,52,95,5.5,81,9,4,,0.5,,27.45,27.45,3327.5,138.89,632,220,23,36.5,2,256.5,25,37.5,2,28,2.5,1.5,0.5,3770,162.15,735,244,21.5,42,2,286,23.5,33.5,2,28,2.5,1,0
Joe Lolley,J. Lolley,18573,8/25/92,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Wide Attacker,93.84,28.99,20.62,15,0,10363.13,110.44,1583.8,614,57.2,165.27,9.27,779.27,66.47,109.4,7.2,87.47,14.53,4.47,0.76,0.93,1.38,28.31,30.2,3820.67,131.81,699.73,313.13,30.53,100.07,5.2,413.2,35.73,49.33,3.33,31.2,5.27,2.13,0.53,3254.93,157.88,701.6,254.67,21.47,50.73,2.6,305.4,24.07,31.13,1.67,23.67,3.4,0.87,0.13
Ben Folami,B. Folami,18811,6/8/99,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Midfield,70.33,20.93,19.15,1,0,7377,104.89,856,494,44,143,10,637,54,86,7,76,15,5,,1,,28,28,2619,125.11,407,290,23,74,5,364,28,31,2,20,4,1,0,2574,134.41,364,169,16,55,3,224,19,33,2,29,5,2,0
Ben Folami,B. Folami,18811,6/8/99,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Wide Attacker,74.65,23.03,19.99,10,0,8085.8,108.31,1089.9,521.6,53.3,213.2,10.3,734.8,63.6,94.2,6.9,75.1,16.4,5.1,0.71,1.5,1.43,29.19,30.28,3110.7,135.09,528.9,301.3,29.2,145.2,6,446.5,35.2,39.7,3,25.5,4.6,2,0.9,2697.2,134.93,456.8,185.4,19.2,55.7,2.5,241.1,21.7,31.6,1.9,23.3,5.5,1.3,0.2
Ryan Edmondson,R. Edmondson,18851,5/20/01,Central Coast Mariners Football Club,870,AUS - A-League,61,2024/2025,95,Center Forward,73.07,21.16,24.37,5,0,8326,113.95,977.6,441,47.4,193.4,9,634.4,56.4,92.4,5.6,76.2,14.2,4.6,0.73,1.4,1.78,29.88,29.88,2668.4,126.09,361.6,176,20.4,107.4,5.2,283.4,25.6,31.4,2,20.4,3.4,1.2,0.4,3580.2,146.93,533.4,234.2,23.4,63.8,2.8,298,26.2,41.2,1.6,35.6,5.8,1.2,0.2
Brandon Borrello,B. Borrello,19052,7/25/95,Western Sydney Wanderers FC,2902,AUS - A-League,61,2024/2025,95,Center Forward,92.77,25.8,25.62,24,0,10760.92,116,1417.12,682.75,67.04,290.08,15.62,972.83,82.67,106.67,9.88,87.96,16.21,7.62,0.57,2.33,1.16,30.16,31.36,3881.25,150.43,667.96,379.75,35.96,171.17,8.67,550.92,44.62,44.42,3.71,28.88,5.04,2.92,1.08,3719,145.15,591.38,240.58,24.79,93.96,4.75,334.54,29.54,32.88,2.38,27.92,4.21,1.75,0.38
Yonatan Cohen,Y. Cohen,22937,6/29/96,Melbourne City FC,2380,AUS - A-League,61,2024/2025,95,Wide Attacker,86.45,26.14,21.65,13,0,9704.31,112.25,1346.85,617.08,58.31,190.46,10.92,807.54,69.23,101.46,6.15,76.08,19,4.69,0.73,2.08,1.36,28.21,29,3491.46,133.55,574.38,307.38,28.23,110,5.69,417.38,33.92,40.23,2.46,25.92,5.46,1.85,0.54,3265.62,150.83,626.23,253.77,23.85,63.92,3.15,317.69,27,32.62,1.92,21.85,5.69,1.31,0.62
Luis Felipe Gallegos Leiva,F. Gallegos,23418,12/3/91,Auckland FC,4177,AUS - A-League,61,2024/2025,95,Midfield,87.19,20.92,24.01,22,0,11140.27,127.77,2210.45,815.86,63.36,155.18,8.95,971.05,72.32,105.14,3.27,92.77,10.05,1.95,0.75,0.45,1.39,27.35,29.34,3492.41,166.95,808.64,233.09,19.45,54.86,2.86,287.95,22.32,30,1,23.91,2.18,0.32,0,4424.36,184.27,1205.18,525,38.23,92.05,4.64,617.05,42.86,45.73,1,34.55,4.14,0.59,0.18
James Donachie,J. Donachie,23883,5/14/93,Western United,1803,AUS - A-League,61,2024/2025,95,Central Defender,93.03,23.84,29.61,5,0,10699.2,115,1389,446.6,46.8,143,9,589.6,55.8,105.6,4,87.2,8.6,2.6,0.8,1.2,,29.2,29.2,3246.6,136.18,461.2,64.8,7.8,24,1.6,88.8,9.4,26.4,0.6,21.6,2,0.2,0,4532,153.06,746,338.8,32.2,105.2,6.2,444,38.4,49,2,37.6,3.8,1,0.4
Jason Geria,J. Geria,23884,5/10/93,Melbourne Victory Football Club,868,AUS - A-League,61,2024/2025,95,Full Back,97.54,27.59,26.1,12,0,10688,109.57,1428.33,598.58,63.25,268.08,14.25,866.67,77.5,123.75,8.67,103.92,22.5,6.67,0.62,3.75,1.22,30.5,31.66,3592.75,130.23,547.83,182.83,19.17,83.92,4.33,266.75,23.5,35.33,2.08,28.42,5.5,1.33,0.83,3858.75,147.84,703.75,358.25,36.92,151.33,8.25,509.58,45.17,52.25,3.17,37.17,7,2.58,1.5
Brandon O'Neill,B. O'Neill,23892,4/12/94,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Midfield,77.44,19.09,27.46,5,0,10047.2,129.74,1953.8,506.8,38.4,48,2.6,554.8,41,98.8,3.8,89.2,9.8,2,0.81,0.6,,25.5,25.5,2902.6,152.07,592.6,120.8,11,11,0.4,131.8,11.4,32.6,1.2,23.2,2.2,0.8,0.2,4741,172.65,1236,362.6,24.8,32.6,1,395.2,25.8,43.4,1.2,36.6,3.4,0.6,0
Kosta Barbarouses,K. Barbarouses,23909,2/19/90,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Center Forward,96.47,25.36,30.19,25,0,10510.96,108.95,1348.32,700.2,72.96,297.68,17.08,997.88,90.04,116.8,10.96,95.76,21.8,8.32,0.66,2.96,1.16,29.75,30.98,3468.84,136.76,560.08,341.36,36,184.96,9.44,526.32,45.44,43.96,3.48,27.36,5.28,2.44,1.24,4115.32,136.33,632.32,298.04,30.28,92.52,5.76,390.56,36.04,42.52,3.04,37.44,8.04,2.36,0.48
Kosta Barbarouses,K. Barbarouses,23909,2/19/90,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Wide Attacker,100.85,25.88,23.78,1,0,10605,105.16,1380,648,79,394,21,1042,100,119,13,95,25,10,,4,,30.3,30.3,3640,140.63,628,356,42,274,13,630,55,45,3,28,6,3,2,3217,135.26,525,232,29,89,4,321,33,34,2,25,9,1,0
Ben Garuccio,B. Garuccio,23922,6/15/95,Western United,1803,AUS - A-League,61,2024/2025,95,Full Back,94.39,27.87,26.37,17,0,11211.59,118.78,1790.47,800.35,70.59,233.53,13.59,1033.88,84.18,121.71,7.53,102.06,21.29,5.47,0.61,2.06,1.33,28.84,30.4,3918.65,140.62,720.53,297.59,25.59,88.76,4.47,386.35,30.06,37,2.47,29.71,5.12,1.88,0.59,4101.18,155.52,827.35,431.24,37.24,124.53,6.82,555.76,44.06,51.18,2.76,34.41,7.71,1.76,0.82
Ryan Kitto,R. Kitto,23925,8/9/94,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Full Back,98.29,28.36,26.44,18,0,10697.78,108.84,1434.17,580,58.61,214.94,12.22,794.94,70.83,117.06,7.83,101.61,20.11,5.44,0.62,1.78,1.33,28.84,30.06,3724.39,131.3,544.33,213.17,22.17,92.5,4.44,305.67,26.61,37.72,2.61,29.89,4.72,1.72,0.56,3839.72,145.24,703.56,314.5,29.72,104.94,5.44,419.44,35.17,48.56,2.67,35.33,7.39,2.06,0.67
Ryan Kitto,R. Kitto,23925,8/9/94,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Wide Attacker,84.88,23.48,25.1,2,0,9989.5,117.7,1444.5,764.5,70,270,15,1034.5,85,105.5,6.5,90.5,21,5.5,,1.5,,28.5,28.5,3293,140.28,532,305.5,27,126.5,6.5,432,33.5,32,2.5,20.5,4.5,2.5,0.5,3890.5,155,783.5,403,36,111.5,7,514.5,43,45,2,34.5,10,1.5,0
Nikola Mileusnić,N. Mileusnić,23926,7/17/93,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Center Forward,61.63,16.03,22.93,1,0,7980,129.48,1315,621,54,219,13,840,67,92,9,72,22,8,,2,,29.5,29.5,2608,162.66,428,414,28,136,9,550,37,32,3,16,5,3,1,3712,161.86,819,180,23,76,3,256,26,42,3,36,9,2,1
Nikola Mileusnić,N. Mileusnić,23926,7/17/93,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Wide Attacker,73.6,19.06,24.03,7,0,8969.86,121.87,1416.86,672,66.43,269.43,13.57,941.43,80,104.86,9,81,22,6.86,0.66,2.43,1.28,30.91,31.44,2818.43,147.86,522.71,295.71,30.43,154,7,449.71,37.43,37.86,2.57,21.57,6,1.71,1,3773.86,157.06,782.57,336.71,29.29,94.86,4.43,431.57,33.71,41.86,2.86,31.29,7.14,2.29,0.57
Storm  Roux,S. Roux,23930,1/13/93,Central Coast Mariners Football Club,870,AUS - A-League,61,2024/2025,95,Full Back,91.32,25.98,27.2,14,0,9746.36,106.73,1319.07,561.93,53.07,181.21,9.79,743.14,62.86,113.36,7.36,96,19.5,4.71,0.7,1.43,1.33,28.4,29.38,3236.43,124.56,502.36,196.43,18,72.86,3.64,269.29,21.64,36.71,1.86,28.79,4.71,1.07,0.36,3808.71,140.02,648.79,311.14,27.93,92.64,4.43,403.79,32.36,48.36,2.57,33.64,6.5,1.5,0.36
Anas Ouahim,A. Ouahim,25534,9/23/97,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Midfield,84.98,24.97,19.53,12,0,10387.17,122.24,1844.92,595.17,49.25,94,6.08,689.17,55.33,103.25,4.5,84.67,11.83,3.25,0.79,0.67,1.61,26.72,27.5,3724.83,149.17,681.67,262.25,21.67,51.5,3,313.75,24.67,41.75,1.83,28.33,3.42,1.08,0.17,3563.83,182.46,977.67,302.92,23.92,36.58,1.58,339.5,25.5,33.33,1.25,25.83,3.17,0.92,0.17
Anas Ouahim,A. Ouahim,25534,9/23/97,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Wide Attacker,73.61,25.7,14.17,3,0,8978.33,121.98,1435.33,493.67,44,86.67,6.33,580.33,50.33,85.67,3.67,68.67,15.33,1,,0,,27.63,27.63,3753,146.03,633.33,234.33,21.67,35.33,2.67,269.67,24.33,43,1.33,32,5,0,0,2602.67,183.65,672.33,233.67,20.33,44.67,2.67,278.33,23,23.33,1.33,14.67,3.67,0.33,0
Andreas  Kuen,A. Kuen,26095,3/24/95,Melbourne City FC,2380,AUS - A-League,61,2024/2025,95,Center Forward,83.16,25.04,19.25,10,0,10102.7,121.49,1707.5,623.8,53.2,125.8,7.4,749.6,60.6,104.7,5.1,85.3,11,3.6,0.7,1.1,1.34,27.69,28.78,3826.9,152.82,735.7,269.3,23.4,63.3,3.1,332.6,26.5,43.3,1.9,29,3.2,1.2,0.3,3332,173.09,818.7,318.3,25,55.8,2.9,374.1,27.9,31.4,1.7,26.1,3.3,1.1,0.6
Andreas  Kuen,A. Kuen,26095,3/24/95,Melbourne City FC,2380,AUS - A-League,61,2024/2025,95,Midfield,81.7,26.97,21.21,8,0,10480.5,128.28,1849.5,647.62,58.12,133.38,9.12,781,67.25,105.38,4.5,91.75,9.88,2.88,0.71,0.5,1.61,27.09,27.58,4144.62,153.67,770.62,285.75,24.88,63.62,3.88,349.38,28.75,41.5,1.75,32.88,3.38,0.88,0.12,3675.38,173.25,913.75,329.62,28.12,57.75,3.25,387.38,31.38,35.88,1.62,26.75,3.25,1.12,0.38
Andreas  Kuen,A. Kuen,26095,3/24/95,Melbourne City FC,2380,AUS - A-League,61,2024/2025,95,Wide Attacker,86.18,28.9,21.05,1,0,10161,117.9,1528,621,58,219,9,840,67,120,6,101,16,6,,2,,29.4,29.4,4144,143.39,678,278,25,98,3,376,28,50,2,32,5,2,1,3319,157.67,737,312,30,112,4,424,34,39,2,29,6,2,1
James Jeggo,J. Jeggo,26105,2/12/92,Melbourne City FC,2380,AUS - A-League,61,2024/2025,95,Midfield,80.43,24.3,20.33,3,0,10025.33,124.64,2095.67,370,31,33,2,403,33,88,2.33,82.33,6.67,2,0.91,0.33,,25.33,25.33,3713.67,152.83,754.33,66.67,6.33,2,0,68.67,6.33,25,0,23,1.33,0,0,3744.33,184.2,1184.67,292,22.33,30.33,0.67,322.33,23,39,0.67,31.67,3.33,0.67,0
Bart Vriends,B. Vriends,26766,5/9/91,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Central Defender,98.78,27.62,26.58,23,1,10900.65,110.36,1546,447.96,39.39,98.96,5.96,546.91,45.35,117.61,5.04,90.09,12.35,3.13,0.67,0.57,1.39,27.6,29.28,3834.43,138.8,635.17,121.78,11.96,19.48,1.09,141.26,13.04,39,1.39,27.83,3,0.91,0.04,3894.22,146.48,694.52,281.3,23.04,70.74,3.35,352.04,26.39,45.96,1.96,32.43,3.57,0.87,0.22
Riku Danzaki,R. Danzaki,26844,5/31/00,Western United,1803,AUS - A-League,61,2024/2025,95,Wide Attacker,82.14,23.07,24.33,26,0,9476.46,115.37,1401.42,651.08,64.15,229.69,12.96,880.77,77.12,105.08,8.77,89.15,19.62,6.46,0.59,1.58,1.24,29.58,32.02,3154.58,136.75,543.35,289.69,27.96,119.15,6.23,408.85,34.19,39.62,3.08,26.88,4.69,2.35,0.62,3639.23,149.58,717.19,318.88,30.19,99.5,5.08,418.38,35.27,38.04,2.77,30.92,7,2,0.54
Yuto Misao,Y. Misao,26920,4/16/91,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Full Back,94.08,25.38,29.62,8,0,10776.12,114.55,1516.75,645.25,60.62,219.38,12.25,864.62,72.88,117.25,6.25,101.5,16.62,4.75,0.73,1.25,1.38,28,28.42,3591.88,141.51,580.38,244.5,23,91.12,4.25,335.62,27.25,38.88,2.25,29.5,4,1.62,0.5,4325.88,146.04,794.75,370.38,32.5,111.38,6,481.75,38.5,49.62,2.38,36.75,6.25,1.75,0.38
Hideki Ishige,H. Ishige,26969,9/21/94,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Center Forward,82.64,23.75,25.99,8,0,10035.75,121.44,1553.25,658.62,55.38,157.12,9.62,815.75,65,102,6.12,88.38,12.5,4,0.67,0.38,,27.71,28.1,3648.5,153.63,703.88,331.38,26,90.75,5,422.12,31,39.38,1.75,28.12,3.75,1.12,0.12,3879.38,149.27,709.12,276.25,25.12,54.88,3.38,331.12,28.5,38.25,2,34.25,4.38,1.25,0
Hideki Ishige,H. Ishige,26969,9/21/94,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Midfield,85.92,16.28,28.55,1,0,9754,113.53,1420,534,50,104,6,638,56,89,5,79,13,3,,1,,27.1,27.1,2418,148.5,456,245,20,45,3,290,23,30,1,16,4,1,0,4178,146.34,775,236,25,57,2,293,27,34,2,30,3,1,0
Hideki Ishige,H. Ishige,26969,9/21/94,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Wide Attacker,87,24.13,27.69,12,0,10276.08,118.12,1597.58,648.25,54.08,129.67,7.75,777.92,61.83,110.92,6.92,95.42,15.75,4.92,0.72,1.17,1.52,27.38,28.72,3467.67,143.68,629.58,282.25,24.17,76.17,4.08,358.42,28.25,40.83,2,28,3.33,1.42,0.33,4103.5,148.18,829,325.08,27.08,47.17,2.33,372.25,29.42,45.75,2.67,38.42,6.33,1.75,0.33
Takuya Okamoto,T. Okamoto,26981,6/18/92,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Central Defender,97.02,26.65,28.88,1,0,10670,109.98,1294,482,44,70,4,552,48,123,4,96,10,3,,1,,27.3,27.3,3499,131.29,431,99,10,7,1,106,11,27,2,22,2,0,0,4317,149.46,706,326,27,60,2,386,29,60,2,38,4,2,1
Takuya Okamoto,T. Okamoto,26981,6/18/92,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Full Back,87.08,21.69,29.83,3,0,9709,111.49,1337.67,611.33,53,149.67,9.33,761,62.33,117,9.33,104,20.67,5.67,0.81,1,,28.57,28.57,2896,133.49,419.33,201,20.67,78.33,3.67,279.33,24.33,34.33,3.33,26.67,3.33,2.33,0.33,4210.67,141.17,764,350,26.67,52.33,3.67,402.33,30.33,54,3.33,40.33,8.67,2,0.33
Hiroshi Ibusuki,H. Ibusuki,26994,2/27/91,Western United,1803,AUS - A-League,61,2024/2025,95,Center Forward,87.21,24.74,25.83,24,0,9789.67,112.25,1229.04,444.33,37.54,47.88,3.38,492.21,40.92,94.46,5.62,81.83,10.25,3.04,0.7,0.12,,25.73,26.96,3312.33,133.87,541.54,220.71,17.5,28.92,1.5,249.62,19,37,1.88,23.96,3.46,0.58,0,3739.12,144.73,571.17,203.58,17.75,16.46,0.79,220.04,18.54,32.25,1.75,31.21,3.21,0.92,0.04
Kazuki Nagasawa,K. Nagasawa,27003,12/16/91,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Center Forward,79.27,21.79,23.98,3,0,9766,123.2,1655.67,492,43.33,120.33,6,612.33,49.33,94,4,80.67,8.33,2.67,0.83,0.67,,27.27,27.27,3556.67,163.23,757.33,286.67,24.33,87.33,3.33,374,27.67,42,1.67,25.33,2.67,1.33,0.33,3672.33,153.16,756.67,160.33,16,28.33,1.67,188.67,17.67,32.33,2,29,3,1.33,0
Kazuki Nagasawa,K. Nagasawa,27003,12/16/91,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Midfield,83.54,23.92,27.02,11,0,10061.36,120.44,1631.18,458.45,36.64,80.36,4,538.82,40.64,97.82,3.18,84.45,8.82,1.64,0.69,0.27,,26.1,27.74,3663.55,153.19,755.91,218,15.91,39.45,1.55,257.45,17.45,37,1,27.36,2.73,0.27,0,4040.91,149.55,767.91,219.91,18.73,33.64,1.64,253.55,20.36,43.64,0.91,35.18,3.18,0.55,0
Kazuki Nagasawa,K. Nagasawa,27003,12/16/91,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Wide Attacker,62.67,12.95,24.55,1,0,7776,124.09,1105,464,43,208,11,672,54,79,6,61,12,5,,2,,27.9,27.9,2034,157.07,346,248,24,154,8,402,32,24,1,12,2,1,0,3685,150.1,670,162,15,33,1,195,16,35,2,30,5,2,0
Leonardo de Souza Sena,Léo Sena,28293,12/31/95,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Midfield,93.19,29.1,19.89,18,0,10292.67,110.45,1508.33,371.11,30.33,45.33,2.61,416.44,32.94,95.11,4.22,79.72,10.56,2.44,0.69,0.44,1.66,25.83,27.46,3934.39,135.21,600.11,124.17,11.22,13.83,0.44,138,11.67,39.67,1.78,31.11,2.78,0.94,0.17,3332.89,167.59,791.33,234.06,17.22,28.61,0.94,262.67,18.17,32.78,1.22,22.72,3.28,0.44,0.17
Nikolaos Vergos,N. Vergos,29075,1/13/96,Melbourne Victory Football Club,868,AUS - A-League,61,2024/2025,95,Center Forward,77.21,22.13,18.86,19,0,8524.11,110.41,1148.05,477.89,48.11,142.26,8.95,620.16,57.05,90.68,6.63,74.95,14.53,4.79,0.64,1.26,1.38,28.22,29.82,3040.32,137.37,508.68,241.63,23.21,88.79,4.84,330.42,28.05,35.05,2.21,23.95,4.26,1.42,0.42,2814.63,149.21,514.16,200.89,19.58,44.21,3,245.11,22.58,27.47,1.89,22.05,3.79,1.42,0.37
Alfie McCalmont,A. McCalmont,29856,3/25/00,Central Coast Mariners Football Club,870,AUS - A-League,61,2024/2025,95,Midfield,98.09,26.66,29.9,18,0,11567.06,117.92,1928.44,463.39,38.72,58.28,3.72,521.67,42.44,120.5,3.28,110.22,14.06,1.61,0.75,0.22,1.77,25.91,27.18,3785.72,141.98,723.72,126.78,11.22,13.44,0.67,140.22,11.89,37.67,0.78,31.56,3.28,0.17,0,4828.33,161.48,1070.89,316.33,25.22,41,1.67,357.33,26.89,55.17,1.06,44.17,5.83,0.61,0.06
Tommy Smith,T. Smith,31147,3/31/90,Auckland FC,4177,AUS - A-League,61,2024/2025,95,Central Defender,99.48,24.15,26.34,12,0,9683.08,97.33,1055.08,368.75,33,103.83,5.5,472.58,38.5,105.67,4.92,84.67,11.08,3,0.7,0.58,1.73,28.15,29.34,2873.75,119,315,56.58,6.17,16.08,0.75,72.67,6.92,25.17,1.17,20.67,2.17,0.42,0,3626.42,137.65,562.25,266.5,22.92,79.5,3.25,346,26.17,47.17,2,32.75,3.42,1.33,0.25
Wellissol Santos de Oliveira,Wellissol,33001,2/16/98,Newcastle United Jets FC,1805,AUS - A-League,61,2024/2025,95,Center Forward,63.38,18.49,20.91,2,0,7341.5,115.84,1130.5,491.5,53.5,173.5,10.5,665,64,84.5,11.5,70,15.5,8.5,,2,,29.8,29.8,2537.5,137.22,448.5,251,24.5,107.5,6.5,358.5,31,30.5,3.5,22,4,2,1,3012,144.06,588,224.5,25,32,2.5,256.5,27.5,31.5,4,26.5,4.5,3.5,0.5
Gabriel Cléùr,G. Cléùr,33430,1/31/98,Western Sydney Wanderers FC,2902,AUS - A-League,61,2024/2025,95,Full Back,91.24,24.91,25.77,20,0,10631.9,116.53,1551.45,688.4,63.45,200.35,12.1,888.75,75.55,112.5,8.05,97.75,18.85,5.25,0.65,1.35,1.37,28.58,29.96,3559.95,142.9,597.05,276.3,26.25,97.35,5.1,373.65,31.35,35.6,2.85,28.15,4.75,1.85,0.6,3964.6,153.86,752.65,348.85,30.75,88.55,5.05,437.4,35.8,45.5,2.35,32.8,5.8,1.35,0.35
Nando Pijnaker,N. Pijnaker,33697,2/25/99,Auckland FC,4177,AUS - A-League,61,2024/2025,95,Central Defender,97.29,23.5,25.57,26,0,9859.65,101.34,1096.46,395.5,35.92,106.58,6.19,502.08,42.12,101,4.58,82.5,9.04,3.35,0.66,1.38,1.43,28.08,30.08,2931.88,124.76,336.5,78.15,8.12,23.54,1.15,101.69,9.27,24.04,1.12,20.73,1.88,0.38,0.15,3619.58,141.56,589,273.92,23.42,72.92,3.62,346.85,27.04,44.88,1.92,31.04,3.31,1.5,0.69
Antonio Mikael Rodrigues Brito,Mikael Doka,34423,1/24/00,Central Coast Mariners Football Club,870,AUS - A-League,61,2024/2025,95,Center Forward,96.55,28.09,26.14,7,0,10632.71,110.13,1360,495.14,48.86,207.43,9.43,702.57,58.29,94.43,5.29,81.14,9.57,4.14,0.72,2,1.43,29.3,30.34,3840.86,136.72,608.29,260.29,26.29,117.14,4.71,377.43,31,42.14,2.14,28.29,3.43,1.29,0.71,3771.29,144.3,646.29,209.43,20.29,81.29,3.43,290.71,23.71,33.57,1.86,29.71,2.71,1.14,0.43
